RaceYear,GrandPrix,SessionType,Driver,LapNumber,LapTime,Compound,Stint
2023,Monaco,R,ALB,60.0,115.401,INTERMEDIATE,3.0
2023,Monaco,R,ALB,61.0,101.209,INTERMEDIATE,3.0
2023,Monaco,R,ALB,62.0,99.897,INTERMEDIATE,3.0
2023,Monaco,R,ALB,63.0,98.649,INTERMEDIATE,3.0
2023,Monaco,R,ALB,64.0,97.428,INTERMEDIATE,3.0
2023,Monaco,R,ALB,65.0,95.42,INTERMEDIATE,3.0
2023,Monaco,R,ALB,66.0,94.016,INTERMEDIATE,3.0
2023,Monaco,R,ALB,67.0,93.223,INTERMEDIATE,3.0
2023,Monaco,R,ALB,68.0,93.322,INTERMEDIATE,3.0
2023,Monaco,R,ALB,69.0,94.087,INTERMEDIATE,3.0
2023,Monaco,R,ALB,70.0,90.63,INTERMEDIATE,3.0
2023,Monaco,R,ALB,71.0,89.729,INTERMEDIATE,3.0
2023,Monaco,R,ALB,72.0,89.217,INTERMEDIATE,3.0
2023,Monaco,R,ALB,73.0,92.141,INTERMEDIATE,3.0
2023,Monaco,R,ALB,74.0,88.241,INTERMEDIATE,3.0
2023,Monaco,R,ALB,75.0,87.197,INTERMEDIATE,3.0
2023,Monaco,R,ALB,76.0,86.764,INTERMEDIATE,3.0
2023,Monaco,R,ALB,77.0,87.816,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,1.0,118.785,SOFT,1.0
2023,Monaco,R,ZHO,2.0,80.757,HARD,2.0
2023,Monaco,R,ZHO,3.0,77.003,HARD,2.0
2023,Monaco,R,ZHO,4.0,76.946,HARD,2.0
2023,Monaco,R,ZHO,5.0,76.926,HARD,2.0
2023,Monaco,R,ZHO,6.0,77.205,HARD,2.0
2023,Monaco,R,ZHO,7.0,77.408,HARD,2.0
2023,Monaco,R,ZHO,8.0,77.254,HARD,2.0
2023,Monaco,R,ZHO,9.0,77.523,HARD,2.0
2023,Monaco,R,ZHO,10.0,78.449,HARD,2.0
2023,Monaco,R,ZHO,11.0,79.602,HARD,2.0
2023,Monaco,R,ZHO,12.0,80.319,HARD,2.0
2023,Monaco,R,ZHO,13.0,80.561,HARD,2.0
2023,Monaco,R,ZHO,14.0,80.653,HARD,2.0
2023,Monaco,R,ZHO,15.0,80.398,HARD,2.0
2023,Monaco,R,ZHO,16.0,80.727,HARD,2.0
2023,Monaco,R,ZHO,17.0,80.669,HARD,2.0
2023,Monaco,R,ZHO,18.0,81.524,HARD,2.0
2023,Monaco,R,ZHO,19.0,82.387,HARD,2.0
2023,Monaco,R,ZHO,20.0,80.574,HARD,2.0
2023,Monaco,R,ZHO,21.0,78.245,HARD,2.0
2023,Monaco,R,ZHO,22.0,77.588,HARD,2.0
2023,Monaco,R,ZHO,23.0,77.45,HARD,2.0
2023,Monaco,R,ZHO,24.0,77.465,HARD,2.0
2023,Monaco,R,ZHO,25.0,77.771,HARD,2.0
2023,Monaco,R,ZHO,26.0,78.161,HARD,2.0
2023,Monaco,R,ZHO,27.0,78.097,HARD,2.0
2023,Monaco,R,ZHO,28.0,80.78,HARD,2.0
2023,Monaco,R,ZHO,29.0,78.863,HARD,2.0
2023,Monaco,R,ZHO,30.0,79.5,HARD,2.0
2023,Monaco,R,ZHO,31.0,79.192,HARD,2.0
2023,Monaco,R,ZHO,32.0,79.626,HARD,2.0
2023,Monaco,R,ZHO,33.0,81.602,HARD,2.0
2023,Monaco,R,ZHO,34.0,80.587,HARD,2.0
2023,Monaco,R,ZHO,35.0,78.586,HARD,2.0
2023,Monaco,R,ZHO,36.0,78.846,HARD,2.0
2023,Monaco,R,ZHO,37.0,79.099,HARD,2.0
2023,Monaco,R,ZHO,38.0,78.681,HARD,2.0
2023,Monaco,R,ZHO,39.0,78.659,HARD,2.0
2023,Monaco,R,ZHO,40.0,78.607,HARD,2.0
2023,Monaco,R,ZHO,41.0,78.831,HARD,2.0
2023,Monaco,R,ZHO,42.0,78.666,HARD,2.0
2023,Monaco,R,ZHO,43.0,78.701,HARD,2.0
2023,Monaco,R,ZHO,44.0,78.721,HARD,2.0
2023,Monaco,R,ZHO,45.0,78.762,HARD,2.0
2023,Monaco,R,ZHO,46.0,78.66,HARD,2.0
2023,Monaco,R,ZHO,47.0,78.809,HARD,2.0
2023,Monaco,R,ZHO,48.0,78.947,HARD,2.0
2023,Monaco,R,ZHO,49.0,79.065,HARD,2.0
2023,Monaco,R,ZHO,50.0,81.664,HARD,2.0
2023,Monaco,R,ZHO,51.0,90.253,HARD,2.0
2023,Monaco,R,ZHO,52.0,111.997,HARD,2.0
2023,Monaco,R,ZHO,53.0,96.935,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,54.0,100.446,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,55.0,106.545,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,56.0,101.908,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,57.0,104.702,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,58.0,105.564,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,59.0,103.592,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,60.0,101.62,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,61.0,101.501,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,62.0,100.987,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,63.0,100.738,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,64.0,102.573,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,65.0,99.444,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,66.0,94.287,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,67.0,93.464,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,68.0,94.679,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,69.0,93.879,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,70.0,90.405,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,71.0,89.336,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,72.0,87.964,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,73.0,90.119,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,74.0,88.049,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,75.0,86.612,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,76.0,85.717,INTERMEDIATE,3.0
2023,Monaco,R,ZHO,77.0,86.615,INTERMEDIATE,3.0
2023,Monaco,R,HUL,1.0,120.092,MEDIUM,1.0
2023,Monaco,R,HUL,2.0,80.434,HARD,2.0
2023,Monaco,R,HUL,3.0,77.221,HARD,2.0
2023,Monaco,R,HUL,4.0,77.148,HARD,2.0
2023,Monaco,R,HUL,5.0,77.045,HARD,2.0
2023,Monaco,R,HUL,6.0,76.991,HARD,2.0
2023,Monaco,R,HUL,7.0,77.333,HARD,2.0
2023,Monaco,R,HUL,8.0,77.237,HARD,2.0
2023,Monaco,R,HUL,9.0,77.433,HARD,2.0
2023,Monaco,R,HUL,10.0,78.028,HARD,2.0
2023,Monaco,R,HUL,11.0,79.596,HARD,2.0
2023,Monaco,R,HUL,12.0,80.164,HARD,2.0
2023,Monaco,R,HUL,13.0,80.824,HARD,2.0
2023,Monaco,R,HUL,14.0,81.254,HARD,2.0
2023,Monaco,R,HUL,15.0,80.972,HARD,2.0
2023,Monaco,R,HUL,16.0,80.281,HARD,2.0
2023,Monaco,R,HUL,17.0,80.171,HARD,2.0
2023,Monaco,R,HUL,18.0,81.166,HARD,2.0
2023,Monaco,R,HUL,19.0,79.836,HARD,2.0
2023,Monaco,R,HUL,20.0,77.642,HARD,2.0
2023,Monaco,R,HUL,21.0,77.201,HARD,2.0
2023,Monaco,R,HUL,22.0,77.845,HARD,2.0
2023,Monaco,R,HUL,23.0,78.009,HARD,2.0
2023,Monaco,R,HUL,24.0,78.363,HARD,2.0
2023,Monaco,R,HUL,25.0,78.23,HARD,2.0
2023,Monaco,R,HUL,26.0,78.664,HARD,2.0
2023,Monaco,R,HUL,27.0,78.956,HARD,2.0
2023,Monaco,R,HUL,28.0,79.589,HARD,2.0
2023,Monaco,R,HUL,29.0,81.412,HARD,2.0
2023,Monaco,R,HUL,30.0,78.92,HARD,2.0
2023,Monaco,R,HUL,31.0,79.756,HARD,2.0
2023,Monaco,R,HUL,32.0,79.708,HARD,2.0
2023,Monaco,R,HUL,33.0,81.348,HARD,2.0
2023,Monaco,R,HUL,34.0,80.956,HARD,2.0
2023,Monaco,R,HUL,35.0,78.327,HARD,2.0
2023,Monaco,R,HUL,36.0,79.148,HARD,2.0
2023,Monaco,R,HUL,37.0,79.009,HARD,2.0
2023,Monaco,R,HUL,38.0,78.602,HARD,2.0
2023,Monaco,R,HUL,39.0,78.557,HARD,2.0
2023,Monaco,R,HUL,40.0,78.692,HARD,2.0
2023,Monaco,R,HUL,41.0,78.606,HARD,2.0
2023,Monaco,R,HUL,42.0,78.838,HARD,2.0
2023,Monaco,R,HUL,43.0,78.991,HARD,2.0
2023,Monaco,R,HUL,44.0,78.467,HARD,2.0
2023,Monaco,R,HUL,45.0,78.751,HARD,2.0
2023,Monaco,R,HUL,46.0,78.608,HARD,2.0
2023,Monaco,R,HUL,47.0,78.857,HARD,2.0
2023,Monaco,R,HUL,48.0,78.789,HARD,2.0
2023,Monaco,R,HUL,49.0,79.036,HARD,2.0
2023,Monaco,R,HUL,50.0,80.238,HARD,2.0
2023,Monaco,R,HUL,51.0,88.292,HARD,2.0
2023,Monaco,R,HUL,52.0,91.149,HARD,2.0
2023,Monaco,R,HUL,53.0,100.881,HARD,2.0
2023,Monaco,R,HUL,54.0,139.643,HARD,2.0
2023,Monaco,R,HUL,55.0,104.22,INTERMEDIATE,3.0
2023,Monaco,R,HUL,56.0,103.79,INTERMEDIATE,3.0
2023,Monaco,R,HUL,57.0,102.598,INTERMEDIATE,3.0
2023,Monaco,R,HUL,58.0,102.188,INTERMEDIATE,3.0
2023,Monaco,R,HUL,59.0,119.463,INTERMEDIATE,3.0
2023,Monaco,R,HUL,60.0,102.782,WET,4.0
2023,Monaco,R,HUL,61.0,99.565,WET,4.0
2023,Monaco,R,HUL,62.0,98.291,WET,4.0
2023,Monaco,R,HUL,63.0,97.973,WET,4.0
2023,Monaco,R,HUL,64.0,97.628,WET,4.0
2023,Monaco,R,HUL,65.0,96.647,WET,4.0
2023,Monaco,R,HUL,66.0,96.301,WET,4.0
2023,Monaco,R,HUL,67.0,95.656,WET,4.0
2023,Monaco,R,HUL,68.0,96.655,WET,4.0
2023,Monaco,R,HUL,69.0,95.297,WET,4.0
2023,Monaco,R,HUL,70.0,100.947,WET,4.0
2023,Monaco,R,HUL,71.0,93.744,WET,4.0
2023,Monaco,R,HUL,72.0,92.994,WET,4.0
2023,Monaco,R,HUL,73.0,93.111,WET,4.0
2023,Monaco,R,HUL,74.0,94.924,WET,4.0
2023,Monaco,R,HUL,75.0,94.146,WET,4.0
2023,Monaco,R,HUL,76.0,90.26,WET,4.0
2023,Monaco,R,OCO,1.0,86.639,MEDIUM,1.0
2023,Monaco,R,OCO,2.0,80.301,MEDIUM,1.0
2023,Monaco,R,OCO,3.0,79.704,MEDIUM,1.0
2023,Monaco,R,OCO,4.0,79.314,MEDIUM,1.0
2023,Monaco,R,OCO,5.0,79.041,MEDIUM,1.0
2023,Monaco,R,OCO,6.0,78.731,MEDIUM,1.0
2023,Monaco,R,OCO,7.0,78.782,MEDIUM,1.0
2023,Monaco,R,OCO,8.0,78.533,MEDIUM,1.0
2023,Monaco,R,OCO,9.0,78.594,MEDIUM,1.0
2023,Monaco,R,OCO,10.0,78.46,MEDIUM,1.0
2023,Monaco,R,OCO,11.0,78.271,MEDIUM,1.0
2023,Monaco,R,OCO,12.0,78.515,MEDIUM,1.0
2023,Monaco,R,OCO,13.0,78.025,MEDIUM,1.0
2023,Monaco,R,OCO,14.0,78.055,MEDIUM,1.0
2023,Monaco,R,OCO,15.0,78.018,MEDIUM,1.0
2023,Monaco,R,OCO,16.0,77.948,MEDIUM,1.0
2023,Monaco,R,OCO,17.0,78.372,MEDIUM,1.0
2023,Monaco,R,OCO,18.0,78.22,MEDIUM,1.0
2023,Monaco,R,OCO,19.0,78.074,MEDIUM,1.0
2023,Monaco,R,OCO,20.0,78.087,MEDIUM,1.0
2023,Monaco,R,OCO,21.0,78.161,MEDIUM,1.0
2023,Monaco,R,OCO,22.0,78.057,MEDIUM,1.0
2023,Monaco,R,OCO,23.0,77.873,MEDIUM,1.0
2023,Monaco,R,OCO,24.0,77.498,MEDIUM,1.0
2023,Monaco,R,OCO,25.0,77.451,MEDIUM,1.0
2023,Monaco,R,OCO,26.0,77.433,MEDIUM,1.0
2023,Monaco,R,OCO,27.0,77.145,MEDIUM,1.0
2023,Monaco,R,OCO,28.0,76.938,MEDIUM,1.0
2023,Monaco,R,OCO,29.0,77.179,MEDIUM,1.0
2023,Monaco,R,OCO,30.0,77.334,MEDIUM,1.0
2023,Monaco,R,OCO,31.0,77.331,MEDIUM,1.0
2023,Monaco,R,OCO,32.0,94.668,MEDIUM,1.0
2023,Monaco,R,OCO,33.0,79.289,HARD,2.0
2023,Monaco,R,OCO,34.0,76.95,HARD,2.0
2023,Monaco,R,OCO,35.0,77.095,HARD,2.0
2023,Monaco,R,OCO,36.0,77.304,HARD,2.0
2023,Monaco,R,OCO,37.0,77.14,HARD,2.0
2023,Monaco,R,OCO,38.0,77.048,HARD,2.0
2023,Monaco,R,OCO,39.0,77.169,HARD,2.0
2023,Monaco,R,OCO,40.0,77.025,HARD,2.0
2023,Monaco,R,OCO,41.0,76.528,HARD,2.0
2023,Monaco,R,OCO,42.0,77.01,HARD,2.0
2023,Monaco,R,OCO,43.0,77.002,HARD,2.0
2023,Monaco,R,OCO,44.0,77.033,HARD,2.0
2023,Monaco,R,OCO,45.0,77.271,HARD,2.0
2023,Monaco,R,OCO,46.0,76.775,HARD,2.0
2023,Monaco,R,OCO,47.0,76.962,HARD,2.0
2023,Monaco,R,OCO,48.0,76.968,HARD,2.0
2023,Monaco,R,OCO,49.0,77.09,HARD,2.0
2023,Monaco,R,OCO,50.0,77.836,HARD,2.0
2023,Monaco,R,OCO,51.0,79.453,HARD,2.0
2023,Monaco,R,OCO,52.0,86.99,HARD,2.0
2023,Monaco,R,OCO,53.0,89.909,HARD,2.0
2023,Monaco,R,OCO,54.0,114.547,HARD,2.0
2023,Monaco,R,OCO,55.0,102.379,INTERMEDIATE,3.0
2023,Monaco,R,OCO,56.0,101.755,INTERMEDIATE,3.0
2023,Monaco,R,OCO,57.0,102.554,INTERMEDIATE,3.0
2023,Monaco,R,OCO,58.0,103.729,INTERMEDIATE,3.0
2023,Monaco,R,OCO,59.0,105.002,INTERMEDIATE,3.0
2023,Monaco,R,OCO,60.0,102.527,INTERMEDIATE,3.0
2023,Monaco,R,OCO,61.0,102.63,INTERMEDIATE,3.0
2023,Monaco,R,OCO,62.0,102.139,INTERMEDIATE,3.0
2023,Monaco,R,OCO,63.0,101.123,INTERMEDIATE,3.0
2023,Monaco,R,OCO,64.0,100.375,INTERMEDIATE,3.0
2023,Monaco,R,OCO,65.0,97.029,INTERMEDIATE,3.0
2023,Monaco,R,OCO,66.0,95.456,INTERMEDIATE,3.0
2023,Monaco,R,OCO,67.0,94.457,INTERMEDIATE,3.0
2023,Monaco,R,OCO,68.0,93.484,INTERMEDIATE,3.0
2023,Monaco,R,OCO,69.0,92.501,INTERMEDIATE,3.0
2023,Monaco,R,OCO,70.0,90.3,INTERMEDIATE,3.0
2023,Monaco,R,OCO,71.0,90.027,INTERMEDIATE,3.0
2023,Monaco,R,OCO,72.0,89.541,INTERMEDIATE,3.0
2023,Monaco,R,OCO,73.0,87.666,INTERMEDIATE,3.0
2023,Monaco,R,OCO,74.0,86.712,INTERMEDIATE,3.0
2023,Monaco,R,OCO,75.0,85.133,INTERMEDIATE,3.0
2023,Monaco,R,OCO,76.0,84.834,INTERMEDIATE,3.0
2023,Monaco,R,OCO,77.0,86.24,INTERMEDIATE,3.0
2023,Monaco,R,OCO,78.0,84.231,INTERMEDIATE,3.0
2023,Monaco,R,NOR,1.0,92.034,MEDIUM,1.0
2023,Monaco,R,NOR,2.0,81.61,MEDIUM,1.0
2023,Monaco,R,NOR,3.0,80.396,MEDIUM,1.0
2023,Monaco,R,NOR,4.0,80.209,MEDIUM,1.0
2023,Monaco,R,NOR,5.0,79.502,MEDIUM,1.0
2023,Monaco,R,NOR,6.0,79.045,MEDIUM,1.0
2023,Monaco,R,NOR,7.0,78.652,MEDIUM,1.0
2023,Monaco,R,NOR,8.0,78.651,MEDIUM,1.0
2023,Monaco,R,NOR,9.0,79.065,MEDIUM,1.0
2023,Monaco,R,NOR,10.0,79.053,MEDIUM,1.0
2023,Monaco,R,NOR,11.0,79.148,MEDIUM,1.0
2023,Monaco,R,NOR,12.0,80.277,MEDIUM,1.0
2023,Monaco,R,NOR,13.0,78.978,MEDIUM,1.0
2023,Monaco,R,NOR,14.0,78.856,MEDIUM,1.0
2023,Monaco,R,NOR,15.0,78.855,MEDIUM,1.0
2023,Monaco,R,NOR,16.0,78.988,MEDIUM,1.0
2023,Monaco,R,NOR,17.0,78.937,MEDIUM,1.0
2023,Monaco,R,NOR,18.0,79.01,MEDIUM,1.0
2023,Monaco,R,NOR,19.0,79.504,MEDIUM,1.0
2023,Monaco,R,NOR,20.0,78.985,MEDIUM,1.0
2023,Monaco,R,NOR,21.0,79.074,MEDIUM,1.0
2023,Monaco,R,NOR,22.0,78.882,MEDIUM,1.0
2023,Monaco,R,NOR,23.0,78.657,MEDIUM,1.0
2023,Monaco,R,NOR,24.0,78.681,MEDIUM,1.0
2023,Monaco,R,NOR,25.0,78.78,MEDIUM,1.0
2023,Monaco,R,NOR,26.0,79.067,MEDIUM,1.0
2023,Monaco,R,NOR,27.0,79.109,MEDIUM,1.0
2023,Monaco,R,NOR,28.0,78.771,MEDIUM,1.0
2023,Monaco,R,NOR,29.0,78.906,MEDIUM,1.0
2023,Monaco,R,NOR,30.0,78.568,MEDIUM,1.0
2023,Monaco,R,NOR,31.0,78.454,MEDIUM,1.0
2023,Monaco,R,NOR,32.0,77.914,MEDIUM,1.0
2023,Monaco,R,NOR,33.0,78.042,MEDIUM,1.0
2023,Monaco,R,NOR,34.0,78.026,MEDIUM,1.0
2023,Monaco,R,NOR,35.0,78.192,MEDIUM,1.0
2023,Monaco,R,NOR,36.0,78.05,MEDIUM,1.0
2023,Monaco,R,NOR,37.0,78.303,MEDIUM,1.0
2023,Monaco,R,NOR,38.0,78.214,MEDIUM,1.0
2023,Monaco,R,NOR,39.0,78.151,MEDIUM,1.0
2023,Monaco,R,NOR,40.0,78.529,MEDIUM,1.0
2023,Monaco,R,NOR,41.0,78.409,MEDIUM,1.0
2023,Monaco,R,NOR,42.0,78.149,MEDIUM,1.0
2023,Monaco,R,NOR,43.0,78.045,MEDIUM,1.0
2023,Monaco,R,NOR,44.0,77.991,MEDIUM,1.0
2023,Monaco,R,NOR,45.0,77.862,MEDIUM,1.0
2023,Monaco,R,NOR,46.0,77.844,MEDIUM,1.0
2023,Monaco,R,NOR,47.0,78.234,MEDIUM,1.0
2023,Monaco,R,NOR,48.0,78.297,MEDIUM,1.0
2023,Monaco,R,NOR,49.0,78.152,MEDIUM,1.0
2023,Monaco,R,NOR,50.0,95.974,MEDIUM,1.0
2023,Monaco,R,NOR,51.0,87.706,HARD,2.0
2023,Monaco,R,NOR,52.0,88.675,HARD,2.0
2023,Monaco,R,NOR,53.0,92.162,HARD,2.0
2023,Monaco,R,NOR,54.0,132.003,HARD,2.0
2023,Monaco,R,NOR,55.0,103.38,INTERMEDIATE,3.0
2023,Monaco,R,NOR,56.0,100.384,INTERMEDIATE,3.0
2023,Monaco,R,NOR,57.0,100.421,INTERMEDIATE,3.0
2023,Monaco,R,NOR,58.0,102.13,INTERMEDIATE,3.0
2023,Monaco,R,NOR,59.0,101.216,INTERMEDIATE,3.0
2023,Monaco,R,NOR,60.0,101.789,INTERMEDIATE,3.0
2023,Monaco,R,NOR,61.0,99.545,INTERMEDIATE,3.0
2023,Monaco,R,NOR,62.0,98.893,INTERMEDIATE,3.0
2023,Monaco,R,NOR,63.0,98.511,INTERMEDIATE,3.0
2023,Monaco,R,NOR,64.0,98.75,INTERMEDIATE,3.0
2023,Monaco,R,NOR,65.0,98.818,INTERMEDIATE,3.0
2023,Monaco,R,NOR,66.0,96.981,INTERMEDIATE,3.0
2023,Monaco,R,NOR,67.0,92.417,INTERMEDIATE,3.0
2023,Monaco,R,NOR,68.0,91.037,INTERMEDIATE,3.0
2023,Monaco,R,NOR,69.0,90.126,INTERMEDIATE,3.0
2023,Monaco,R,NOR,70.0,88.512,INTERMEDIATE,3.0
2023,Monaco,R,NOR,71.0,88.373,INTERMEDIATE,3.0
2023,Monaco,R,NOR,72.0,85.959,INTERMEDIATE,3.0
2023,Monaco,R,NOR,73.0,85.767,INTERMEDIATE,3.0
2023,Monaco,R,NOR,74.0,85.471,INTERMEDIATE,3.0
2023,Monaco,R,NOR,75.0,85.278,INTERMEDIATE,3.0
2023,Monaco,R,NOR,76.0,85.767,INTERMEDIATE,3.0
2023,Monaco,R,NOR,77.0,86.888,INTERMEDIATE,3.0
2023,Monaco,R,HAM,1.0,88.585,MEDIUM,1.0
2023,Monaco,R,HAM,2.0,80.527,MEDIUM,1.0
2023,Monaco,R,HAM,3.0,80.105,MEDIUM,1.0
2023,Monaco,R,HAM,4.0,79.356,MEDIUM,1.0
2023,Monaco,R,HAM,5.0,78.736,MEDIUM,1.0
2023,Monaco,R,HAM,6.0,78.958,MEDIUM,1.0
2023,Monaco,R,HAM,7.0,78.651,MEDIUM,1.0
2023,Monaco,R,HAM,8.0,79.051,MEDIUM,1.0
2023,Monaco,R,HAM,9.0,78.829,MEDIUM,1.0
2023,Monaco,R,HAM,10.0,78.173,MEDIUM,1.0
2023,Monaco,R,HAM,11.0,77.926,MEDIUM,1.0
2023,Monaco,R,HAM,12.0,78.23,MEDIUM,1.0
2023,Monaco,R,HAM,13.0,78.084,MEDIUM,1.0
2023,Monaco,R,HAM,14.0,78.422,MEDIUM,1.0
2023,Monaco,R,HAM,15.0,78.189,MEDIUM,1.0
2023,Monaco,R,HAM,16.0,78.31,MEDIUM,1.0
2023,Monaco,R,HAM,17.0,78.254,MEDIUM,1.0
2023,Monaco,R,HAM,18.0,78.37,MEDIUM,1.0
2023,Monaco,R,HAM,19.0,78.207,MEDIUM,1.0
2023,Monaco,R,HAM,20.0,78.121,MEDIUM,1.0
2023,Monaco,R,HAM,21.0,78.311,MEDIUM,1.0
2023,Monaco,R,HAM,22.0,77.393,MEDIUM,1.0
2023,Monaco,R,HAM,23.0,78.053,MEDIUM,1.0
2023,Monaco,R,HAM,24.0,77.431,MEDIUM,1.0
2023,Monaco,R,HAM,25.0,77.643,MEDIUM,1.0
2023,Monaco,R,HAM,26.0,77.716,MEDIUM,1.0
2023,Monaco,R,HAM,27.0,77.322,MEDIUM,1.0
2023,Monaco,R,HAM,28.0,77.334,MEDIUM,1.0
2023,Monaco,R,HAM,29.0,77.372,MEDIUM,1.0
2023,Monaco,R,HAM,30.0,77.742,MEDIUM,1.0
2023,Monaco,R,HAM,31.0,95.467,MEDIUM,1.0
2023,Monaco,R,HAM,32.0,78.165,HARD,2.0
2023,Monaco,R,HAM,33.0,75.65,HARD,2.0
2023,Monaco,R,HAM,34.0,78.357,HARD,2.0
2023,Monaco,R,HAM,35.0,77.159,HARD,2.0
2023,Monaco,R,HAM,36.0,77.688,HARD,2.0
2023,Monaco,R,HAM,37.0,77.711,HARD,2.0
2023,Monaco,R,HAM,38.0,77.167,HARD,2.0
2023,Monaco,R,HAM,39.0,77.293,HARD,2.0
2023,Monaco,R,HAM,40.0,76.962,HARD,2.0
2023,Monaco,R,HAM,41.0,76.588,HARD,2.0
2023,Monaco,R,HAM,42.0,76.58,HARD,2.0
2023,Monaco,R,HAM,43.0,76.529,HARD,2.0
2023,Monaco,R,HAM,44.0,76.88,HARD,2.0
2023,Monaco,R,HAM,45.0,78.833,HARD,2.0
2023,Monaco,R,HAM,46.0,76.85,HARD,2.0
2023,Monaco,R,HAM,47.0,76.257,HARD,2.0
2023,Monaco,R,HAM,48.0,76.86,HARD,2.0
2023,Monaco,R,HAM,49.0,76.781,HARD,2.0
2023,Monaco,R,HAM,50.0,77.11,HARD,2.0
2023,Monaco,R,HAM,51.0,78.294,HARD,2.0
2023,Monaco,R,HAM,52.0,86.237,HARD,2.0
2023,Monaco,R,HAM,53.0,91.341,HARD,2.0
2023,Monaco,R,HAM,54.0,115.141,HARD,2.0
2023,Monaco,R,HAM,55.0,99.603,INTERMEDIATE,3.0
2023,Monaco,R,HAM,56.0,101.277,INTERMEDIATE,3.0
2023,Monaco,R,HAM,57.0,103.278,INTERMEDIATE,3.0
2023,Monaco,R,HAM,58.0,103.378,INTERMEDIATE,3.0
2023,Monaco,R,HAM,59.0,105.199,INTERMEDIATE,3.0
2023,Monaco,R,HAM,60.0,103.041,INTERMEDIATE,3.0
2023,Monaco,R,HAM,61.0,102.396,INTERMEDIATE,3.0
2023,Monaco,R,HAM,62.0,102.287,INTERMEDIATE,3.0
2023,Monaco,R,HAM,63.0,101.315,INTERMEDIATE,3.0
2023,Monaco,R,HAM,64.0,98.957,INTERMEDIATE,3.0
2023,Monaco,R,HAM,65.0,97.636,INTERMEDIATE,3.0
2023,Monaco,R,HAM,66.0,96.203,INTERMEDIATE,3.0
2023,Monaco,R,HAM,67.0,94.539,INTERMEDIATE,3.0
2023,Monaco,R,HAM,68.0,92.866,INTERMEDIATE,3.0
2023,Monaco,R,HAM,69.0,93.757,INTERMEDIATE,3.0
2023,Monaco,R,HAM,70.0,89.68,INTERMEDIATE,3.0
2023,Monaco,R,HAM,71.0,89.667,INTERMEDIATE,3.0
2023,Monaco,R,HAM,72.0,89.415,INTERMEDIATE,3.0
2023,Monaco,R,HAM,73.0,87.735,INTERMEDIATE,3.0
2023,Monaco,R,HAM,74.0,86.304,INTERMEDIATE,3.0
2023,Monaco,R,HAM,75.0,85.242,INTERMEDIATE,3.0
2023,Monaco,R,HAM,76.0,84.651,INTERMEDIATE,3.0
2023,Monaco,R,HAM,77.0,86.21,INTERMEDIATE,3.0
2023,Monaco,R,HAM,78.0,85.105,INTERMEDIATE,3.0
2023,Monaco,R,SAI,1.0,87.39,HARD,1.0
2023,Monaco,R,SAI,2.0,80.593,HARD,1.0
2023,Monaco,R,SAI,3.0,79.958,HARD,1.0
2023,Monaco,R,SAI,4.0,79.482,HARD,1.0
2023,Monaco,R,SAI,5.0,78.723,HARD,1.0
2023,Monaco,R,SAI,6.0,78.764,HARD,1.0
2023,Monaco,R,SAI,7.0,78.697,HARD,1.0
2023,Monaco,R,SAI,8.0,78.637,HARD,1.0
2023,Monaco,R,SAI,9.0,78.306,HARD,1.0
2023,Monaco,R,SAI,10.0,78.07,HARD,1.0
2023,Monaco,R,SAI,11.0,78.265,HARD,1.0
2023,Monaco,R,SAI,12.0,78.947,HARD,1.0
2023,Monaco,R,SAI,13.0,78.286,HARD,1.0
2023,Monaco,R,SAI,14.0,78.107,HARD,1.0
2023,Monaco,R,SAI,15.0,77.883,HARD,1.0
2023,Monaco,R,SAI,16.0,78.239,HARD,1.0
2023,Monaco,R,SAI,17.0,78.36,HARD,1.0
2023,Monaco,R,SAI,18.0,78.178,HARD,1.0
2023,Monaco,R,SAI,19.0,77.999,HARD,1.0
2023,Monaco,R,SAI,20.0,78.032,HARD,1.0
2023,Monaco,R,SAI,21.0,78.006,HARD,1.0
2023,Monaco,R,SAI,22.0,78.007,HARD,1.0
2023,Monaco,R,SAI,23.0,78.006,HARD,1.0
2023,Monaco,R,SAI,24.0,77.912,HARD,1.0
